                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     412                                     1792                  3.0000000000000000E+000                  1.4000000000000000E-002                  2.9254270050084153E+006                  1.6094872700555765E+004                  1.2948891212463323E+004                  9.3432793347685873E+001                  1.9206032654117937E+000                 -3.2495005502207244E+000                  7.1714236534097642E-001                  2.1749948627675484E-006                  2.6846204823856357E-001                  2.5814962112236821E-005                  3.5230345171515746E-003                  6.5309895691420773E-003                  1.4595170967125343E-003                  3.0000000000000000E+000                  0.0000000000000000E+000                  2.1534533870590034E+000                  6.9804804580768232E-005                  8.0418374276279514E-001                  5.4668243802251998E-003                  4.2040670545918949E-003                  1.9681456807230876E-002                  4.3785512901375794E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5379879166416382E+004                  1.1810993259531059E+006                  3.2108640794204658E+008                  9.2724094131381008E+001                  9.2724094131380966E+001                  2.7326051577847081E-036                  6.4110109101591997E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  9.2319455253253562E+013                               "r21.12.1"                               "gfortran"                                 "10.2.0"                   "x86_64-macos-22.10.1"                                 "CRMATH"                               "20230310"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                              temperature                                 pressure                                       mu                                    grada                                       cp                                   gamma1                                   chiRho                                     chiT                                   csound                                  eps_nuc                                       pp                                      cno                                 tri_alfa                                  opacity                               luminosity                           lum_conv_div_L                                    gradT                                 brunt_N2                  brunt_N2_structure_term                brunt_N2_composition_term                                   lamb_S 
                                       1                  3.0000000000000000E+000                  2.8343766291636158E-001                  4.1138781180776780E+000                 -9.1227853644333532E+000                  3.1068659621779080E+000                  7.1799999999993280E-001                  2.6800000000006724E-001                  1.4000000000000012E-002                  1.9206032654117937E+000                  1.2998047450920305E+004                  1.2789865051664713E+003                  6.7434788291893533E-001                  2.4958279011882517E-001                  7.1570207195126414E+008                  1.3751809321104711E+000                  9.3570857854387679E-001                  1.2803541387396922E+000                  1.5275857001682764E+006                  1.1628351847978907E-028                  1.1628351847978907E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2322630026787348E+001                  9.3432793347685873E+001                  0.0000000000000000E+000                  1.3051936259323818E-001                  4.7746733436830949E-005                  4.7746733436830949E-005                  0.0000000000000000E+000                  1.6168171820629415E-005 
                                       2                  2.9999999999996247E+000                  2.8342332983749713E-001                  4.1163242008962140E+000                 -9.1063867039238300E+000                  3.1253452852825294E+000                  7.1799999999993280E-001                  2.6800000000006724E-001                  1.4000000000000012E-002                  1.9205398805313387E+000                  1.3071463089273337E+004                  1.3345820682764081E+003                  6.7411375790579020E-001                  2.5103830463805599E-001                  7.0663362089571404E+008                  1.3777821023485490E+000                  9.3701865156449871E-001                  1.2742769885246208E+000                  1.5326968471950311E+006                  1.2075837669751686E-028                  1.2075837669751686E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2448959080044792E+001                  9.3432793347684154E+001                  0.0000000000000000E+000                  1.3320193575369657E-001                  4.6724668427881257E-005                  4.6724668427881257E-005                  0.0000000000000000E+000                  1.6204771330220289E-005 
                                       3                  2.9999999999994373E+000                  2.8341642835030889E-001                  4.1179395759065667E+000                 -9.0958874957991984E+000                  3.1372427167098826E+000                  7.1799999999993280E-001                  2.6800000000006724E-001                  1.4000000000000012E-002                  1.9205093609723372E+000                  1.3120173432256261E+004                  1.3716481330475822E+003                  6.7395837468900599E-001                  2.5192702776356168E-001                  7.0111787284464598E+008                  1.3793337480264092E+000                  9.3782994233175820E-001                  1.2705023266209110E+000                  1.5360303162556372E+006                  1.2371340541425410E-028                  1.2371340541425410E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2523112805381366E+001                  9.3432793347684154E+001                  0.0000000000000000E+000                  1.3578344045908530E-001                  4.5740150511560008E-005                  4.5740150511560008E-005                  0.0000000000000000E+000                  1.6240703887574153E-005 
                                       4                  2.9999999999992495E+000                  2.8340969139082073E-001                  4.1191407156886051E+000                 -9.0882230448517589E+000                  3.1459572023253410E+000                  7.1799999999993280E-001                  2.6800000000006724E-001                  1.4000000000000012E-002                  1.9204795694508043E+000                  1.3156510470339721E+004                  1.3994494066328700E+003                  6.7384271234918880E-001                  2.5254330370336331E-001                  6.9725797476470196E+008                  1.3803881098302002E+000                  9.3840899976922509E-001                  1.2678130410385300E+000                  1.5384760098180380E+006                  1.2591614660770922E-028                  1.2591614660770925E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2574074042474159E+001                  9.3432793347684182E+001                  0.0000000000000000E+000                  1.3823432216287587E-001                  4.4799006481670678E-005                  4.4799006481670678E-005                  0.0000000000000000E+000                  1.6275856043956471E-005 
                                       5                  2.9999999999991562E+000                  2.8340638172184229E-001                  4.1199373433381750E+000                 -9.0832102800646872E+000                  3.1516713776288459E+000                  7.1799999999993280E-001                  2.6800000000006724E-001                  1.4000000000000012E-002                  1.9204649339265227E+000                  1.3180665643494476E+004                  1.4179841540124391E+003                  6.7376586940841454E-001                  2.5292968286639178E-001                  6.9481122140149045E+008                  1.3810378177858125E+000                  9.3878150785133618E-001                  1.2660849043148970E+000                  1.5400811826028507E+006                  1.2737797164998577E-028                  1.2737797164998577E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2605772048364884E+001                  9.3432793347684182E+001                  0.0000000000000000E+000                  1.3941450450937740E-001                  4.4342152228470406E-005                  4.4342152228470406E-005                  0.0000000000000000E+000                  1.6293104510900881E-005 
                                       6                  2.9999999999990630E+000                  2.8340310996012608E-001                  4.1211259475507891E+000                 -9.0758308542718833E+000                  3.1601043493167214E+000                  7.1799999999993280E-001                  2.6800000000006724E-001                  1.4000000000000012E-002                  1.9204504661397044E+000                  1.3216788720325443E+004                  1.4457871128846289E+003                  6.7365103531590875E-001                  2.5347086227508109E-001                  6.9132796497354007E+008                  1.3819298102324278E+000                  9.3932091993357480E-001                  1.2635876341091610E+000                  1.5424482227015623E+006                  1.2956090165051728E-028                  1.2956090165051728E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2650028300997176E+001                  9.3432793347684182E+001                  0.0000000000000000E+000                  1.4055956769522196E-001                  4.3894536334065562E-005                  4.3894536334065562E-005                  0.0000000000000000E+000                  1.6310074301138031E-005 
                                       7                  2.9999999999988751E+000                  2.8339667646769506E-001                  4.1226956719726946E+000                 -9.0662371819907470E+000                  3.1711001272639900E+000                  7.1799999999993280E-001                  2.6800000000006724E-001                  1.4000000000000012E-002                  1.9204220174429321E+000                  1.3264646235969418E+004                  1.4828599213855869E+003                  6.7349936823005285E-001                  2.5411781856052623E-001                  6.8703725321454787E+008                  1.3829629788219244E+000                  9.4000671153268844E-001                  1.2604346589876136E+000                  1.5455175173355241E+006                  1.3245486237231898E-028                  1.3245486237231900E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2703661345648706E+001                  9.3432793347684182E+001                  0.0000000000000000E+000                  1.4276448413742079E-001                  4.3021665562593510E-005                  4.3021665562593510E-005                  0.0000000000000000E+000                  1.6343263983592197E-005 
                                       8                  2.9999999999986877E+000                  2.8339038325787214E-001                  4.1242492483215250E+000                 -9.0569117615170782E+000                  3.1818249811092278E+000                  7.1799999999993280E-001                  2.6800000000006724E-001                  1.4000000000000012E-002                  1.9203941894790870E+000                  1.3312182055039337E+004                  1.5199348787853583E+003                  6.7334918592584203E-001                  2.5468133697454476E-001                  6.8314479339482665E+008                  1.3838247759078459E+000                  9.4065607589767319E-001                  1.2574790000364089E+000                  1.5484918440999889E+006                  1.3532984774626352E-028                  1.3532984774626352E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2751258632202980E+001                  9.3432793347684182E+001                  0.0000000000000000E+000                  1.4486478474001943E-001                  4.2175773277404452E-005                  4.2175773277404452E-005                  0.0000000000000000E+000                  1.6375487541413306E-005 
                                       9                  2.9999999999984999E+000                  2.8338422347404690E-001                  4.1258582509537840E+000                 -9.0474211109031319E+000                  3.1927764461119699E+000                  7.1799999999993280E-001                  2.6800000000006724E-001                  1.4000000000000012E-002                  1.9203669519025799E+000                  1.3361593373365597E+004                  1.5587499268723102E+003                  6.7319358973620558E-001                  2.5518239096493006E-001                  6.7949157991598034E+008                  1.3845480373896522E+000                  9.4129921322393773E-001                  1.2545915265124024E+000                  1.5515036180499466E+006                  1.3831985293844620E-028                  1.3831985293844620E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2794979624179350E+001                  9.3432793347684182E+001                  0.0000000000000000E+000                  1.4685807669813544E-001                  4.1355679403165515E-005                  4.1355679403165515E-005                  0.0000000000000000E+000                  1.6406688795632217E-005 
